,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
0,GT,The Goodyear Tire & Rubber Company,,10.44 +1.32 (+14.47%),1.32,+14.47%,13.108M,5.583M,2.977B,43.50,-30.59%,
1,LW,"Lamb Weston Holdings, Inc.",,59.64 +5.49 (+10.14%),5.49,+10.14%,5.166M,2.712M,8.507B,23.48,-33.58%,
2,VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",,24.78 +1.98 (+8.68%),1.98,+8.68%,133149,211525,2.143B,9.79,-42.19%,
3,MOH,"Molina Healthcare, Inc.",,356.42 +27.93 (+8.50%),27.93,+8.50%,810804,732151,19.496B,17.45,-12.47%,
4,SAABY,Saab AB (publ),,20.99 +1.47 (+7.51%),1.47,+7.51%,22163,199901,22.337B,55.24,61.06%,
5,TSCDY,Tesco PLC,,13.76 +0.90 (+7.00%),0.9,+7.00%,339552,288780,30.717B,13.23,14.97%,
6,DANOY,Danone S.A.,,16.12 +0.89 (+5.84%),0.89,+5.84%,143722,745018,52.068B,23.71,22.12%,
7,WMMVY,"Wal-Mart de México, S.A.B. de C.V.",,29.84 +1.60 (+5.67%),1.6,+5.67%,43242,127176,52.429B,19.76,-28.27%,
8,NGG,National Grid plc,,69.47 +3.69 (+5.62%),3.69,+5.62%,662849,688271,68.046B,26.32,-3.56%,
9,STNE,StoneCo Ltd.,,11.31 +0.58 (+5.36%),0.58,+5.36%,4.527M,6.494M,3.101B,-,-36.32%,
10,ORANY,Orange S.A.,,13.70 +0.69 (+5.31%),0.69,+5.31%,32187,204233,36.594B,17.12,11.29%,
11,CNC,Centene Corporation,,63.92 +3.19 (+5.24%),3.19,+5.24%,2.809M,4.471M,31.706B,10.13,-15.71%,
12,ALHC,"Alignment Healthcare, Inc.",,18.78 +0.93 (+5.21%),0.93,+5.21%,935648,2.288M,3.603B,-,279.79%,
13,UL,Unilever PLC,,62.83 +2.97 (+4.96%),2.97,+4.96%,3.629M,2.621M,154.628B,25.33,22.87%,
14,DG,Dollar General Corporation,,94.64 +4.44 (+4.93%),4.44,+4.93%,5.847M,3.936M,20.817B,18.52,-43.28%,
15,KR,The Kroger Co.,,70.34 +3.07 (+4.56%),3.07,+4.56%,6.783M,5.947M,46.487B,19.17,17.11%,
16,AWK,"American Water Works Company, Inc.",,152.95 +6.76 (+4.62%),6.76,+4.62%,1.311M,1.484M,29.827B,28.38,21.44%,
17,FMS,Fresenius Medical Care AG,,25.88 +1.15 (+4.65%),1.15,+4.65%,265145,290423,15.24B,26.14,32.03%,
