,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
0,ARQT,"Arcutis Biotherapeutics, Inc.",,16.98 +2.36 (+16.14%),2.36,+16.14%,4.073M,2.199M,2.014B,-,42.84%,
1,HSAI,Hesai Group,,22.14 +2.34 (+11.79%),2.34,+11.79%,6.207M,3.971M,2.822B,-,325.81%,
2,QFIN,"Qifu Technology, Inc.",,48.20 +5.01 (+11.60%),5.01,+11.60%,1.714M,1.207M,7.484B,9.94,133.84%,
3,TXHPF,"TechnoPro Holdings, Inc.",,20.03 +2.03 (+11.31%),2.03,+11.31%,18000,25,2.207B,18.90,-19.92%,
4,CALM,"Cal-Maine Foods, Inc.",,91.29 +8.26 (+9.95%),8.26,+9.95%,440907,934281,4.477B,7.10,37.38%,
5,SAIC,Science Applications International Corporation,,114.56 +10.13 (+9.70%),10.13,+9.70%,1.267M,704013,5.6B,19.29,-18.67%,
6,ASND,Ascendis Pharma A/S,,166.40 +13.42 (+8.77%),13.42,+8.77%,539809,462200,9.999B,-,4.03%,
7,CELH,"Celsius Holdings, Inc.",,29.43 +2.35 (+8.68%),2.35,+8.68%,4.715M,9.88M,6.92B,65.40,-69.76%,
8,QBTS,D-Wave Quantum Inc.,,10.95 +0.81 (+7.93%),0.81,+7.93%,137.992M,84.691M,2.92B,-,331.91%,
9,BIDU,"Baidu, Inc.",,101.33 +7.51 (+8.01%),7.51,+8.01%,8.273M,4.76M,35.728B,11.12,-10.45%,
10,OTLY,Oatly Group AB,,9.55 +0.71 (+8.03%),0.71,+8.03%,68507,255019,285.812M,-,-56.67%,
11,INTC,Intel Corporation,,25.90 +1.85 (+7.67%),1.85,+7.67%,94.677M,96.25M,112.125B,-,-43.69%,
12,MTSUY,Mitsubishi Corporation,,18.92 +1.34 (+7.62%),1.34,+7.62%,18850,81413,75.233B,10.69,-12.62%,
13,TCOM,Trip.com Group Limited,,66.47 +4.74 (+7.68%),4.74,+7.68%,3.115M,3.67M,43.279B,19.44,40.18%,
14,LION,Lionsgate Studios Corp.,,8.14 +0.55 (+7.25%),0.55,+7.25%,142207,335344,2.35B,-,-29.00%,
15,ORLA,Orla Mining Ltd.,,9.31 +0.60 (+6.85%),0.6,+6.85%,1.669M,801877,2.993B,-,139.94%,
16,TAL,TAL Education Group,,14.23 +0.93 (+6.95%),0.93,+6.95%,4.218M,7.165M,8.596B,74.87,12.24%,
17,CAAP,Corporación América Airports S.A.,,19.64 +1.26 (+6.83%),1.26,+6.83%,74249,238718,3.163B,9.39,21.80%,
18,YMM,Full Truck Alliance Co. Ltd.,,13.76 +0.85 (+6.55%),0.85,+6.55%,4.695M,7.507M,14.384B,33.55,79.55%,
19,UEC,Uranium Energy Corp.,,5.42 +0.34 (+6.69%),0.34,+6.69%,4.956M,7.801M,2.324B,-,-20.38%,
20,ENPH,"Enphase Energy, Inc.",,61.87 +3.74 (+6.43%),3.74,+6.43%,1.534M,4.132M,8.196B,82.49,-47.72%,
21,SSUMY,Sumitomo Corporation,,24.80 +1.47 (+6.30%),1.47,+6.30%,31760,70782,30.008B,11.17,-2.01%,
22,CDE,"Coeur Mining, Inc.",,6.41 +0.38 (+6.28%),0.38,+6.28%,7.105M,17.17M,4.092B,42.72,92.65%,
23,XIACF,Xiaomi Corporation,,7.40 +0.43 (+6.17%),0.43,+6.17%,20009,170163,184.458B,37.00,259.79%,
24,TKAMY,thyssenkrupp AG,,10.09 +0.58 (+6.10%),0.58,+6.10%,41274,123275,6.337B,-,79.39%,
25,NFE,New Fortress Energy Inc.,,9.79 +0.53 (+5.72%),0.53,+5.72%,1.721M,5.125M,2.68B,-,-69.25%,
